ファッション,1,1
ガジェット,1,2
スイーツ,1,3
写真・カメラ,1,4
音楽,1,5
カフェ,1,6
お酒,1,7
カラオケ,1,8
ダーツ・ビリヤード,1,9
ボーリング,1,10
スポーツジム,2,11
フットサル,2,12
キックボクシング,2,13
バトミントン,2,14
卓球,2,15
サッカー,2,16
テニス,2,17
野球,2,18
ボルダリング,2,19
ランニング,2,20
ラフティング,3,21
キャンプ,3,22
スノーボード,3,23
サーフィン,3,24
自転車・車,3,25
遊園地,3,26
旅行,3,27
プログラム,4,28
デザイン,4,29
企画,4,30
マーケティング,4,31
営業,4,32
語学,4,33
海外勤務,4,34
漫画・アニメ,5,35
料理,5,36
映画,5,37
芸術,5,38
スポーツ観戦,5,39
動物好き,5,40
芸能・エンタメ,5,41
ゲーム,5,42
